"CUSTOMER_ID","NAME","CITY","SIGNUP_DATE","TARIFF_ID","TARIFF_ID","NAME","MONTHLY_FEE","DATA_LIMIT","MINUTE_LIMIT","SMS_LIMIT"
9810,Hüseyin,BATMAN,2026-09-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9811,Osman,GİRESUN,2026-02-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9815,Sevim,AĞRI,2027-03-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9816,Yağmur,ŞIRNAK,2025-03-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9820,Yasin,RİZE,2026-06-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9822,Abdullah,KIRŞEHİR,2026-01-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9833,Halil,AKSARAY,2027-10-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9838,Hakan,BAYBURT,2027-04-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9841,Burak,BARTIN,2028-06-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9842,Murat,GİRESUN,2025-04-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9847,Rabia,ÇANAKKALE,2028-03-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9853,Ayşe,MARDİN,2027-07-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9865,İbrahim,AMASYA,2026-11-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9866,Melek,BOLU,2026-04-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9552,Zehra,KAYSERİ,2026-11-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9553,Emine,ADANA,2027-10-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9554,Murat,MANİSA,2026-11-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9556,Mehmet,OSMANİYE,2028-06-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9559,Enes,GAZİANTEP,2025-02-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9560,Ali,UŞAK,2025-01-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9563,Songül,AMASYA,2026-05-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9571,Aysel,SAKARYA,2026-10-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9573,Serkan,BOLU,2025-07-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9581,Emre,İZMİR,2027-04-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9583,Enes,RİZE,2026-07-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9584,Metin,MUŞ,2026-12-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9585,Havva,NEVŞEHİR,2026-02-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9588,Songül,ERZURUM,2025-06-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9589,Enes,BATMAN,2027-08-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9590,Kadir,AMASYA,2027-10-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9591,Hatice,MERSİN,2027-04-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9593,Fatih,NİĞDE,2026-05-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9596,Sultan,UŞAK,2026-04-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9598,Halil,DÜZCE,2027-06-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9602,Ayşe,SİNOP,2027-01-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9606,Büşra,ARTVİN,2025-10-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9610,Ayşegül,NEVŞEHİR,2025-07-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9611,Ramazan,UŞAK,2027-02-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9614,Murat,ISPARTA,2026-08-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9617,Yusuf,ŞANLIURFA,2025-12-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9618,Sevim,GAZİANTEP,2026-07-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9621,Yağmur,MUĞLA,2025-03-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9625,Ali,KAYSERİ,2026-03-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9627,Yasemin,ÇORUM,2026-04-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9629,Osman,RİZE,2027-03-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9630,Songül,GİRESUN,2025-10-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9631,Merve,KONYA,2025-11-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9637,Yağmur,ÇORUM,2026-11-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9642,Adem,MANİSA,2026-03-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9647,Hülya,ELAZIĞ,2026-11-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9648,Kübra,BOLU,2026-11-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9649,Sevim,BARTIN,2026-01-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9650,Burak,IĞDIR,2027-03-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9651,Rabia,ŞIRNAK,2025-06-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9653,Özlem,KARABÜK,2026-08-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9659,Ramazan,SAKARYA,2027-01-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9662,Hasan,ANTALYA,2025-10-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9665,Elif,SİİRT,2026-11-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9666,Sevim,TEKİRDAĞ,2026-10-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9667,Fatih,YOZGAT,2026-12-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9668,Dilek,ANKARA,2026-11-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9674,Özlem,BOLU,2026-12-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9685,Melek,BİTLİS,2025-10-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9686,Muhammed,ŞANLIURFA,2026-03-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9694,Aynur,ADANA,2025-03-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9696,Aynur,MERSİN,2026-06-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9699,Hülya,ANKARA,2026-04-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9701,Aysel,SAMSUN,2027-02-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9703,Yağmur,MALATYA,2027-06-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9704,Melek,DÜZCE,2028-01-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9395,Ahmet,MUŞ,2026-11-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9397,Hatice,BATMAN,2027-05-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9399,Büşra,SAMSUN,2026-11-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9400,Rabia,KAHRAMANMARAŞ,2025-03-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9406,Süleyman,MALATYA,2028-01-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9407,Aysel,GİRESUN,2025-09-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9410,Fatma,ÇANKIRI,2027-04-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9418,Emine,MARDİN,2025-11-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9422,Metin,ANKARA,2026-09-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9425,Aysel,KARABÜK,2025-11-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9429,İbrahim,ISPARTA,2026-03-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9440,Merve,ELAZIĞ,2026-01-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9441,Fadime,AKSARAY,2025-06-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9450,Osman,KAYSERİ,2026-04-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9459,Emre,NİĞDE,2026-11-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9461,Fatih,ZONGULDAK,2026-06-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9462,Sultan,AKSARAY,2025-04-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9472,Sultan,GÜMÜŞHANE,2025-11-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9475,Ahmet,ADANA,2025-12-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9477,Emre,TEKİRDAĞ,2025-10-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9478,Ramazan,EDİRNE,2027-02-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9480,Muhammed,MERSİN,2026-01-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9482,Ahmet,DİYARBAKIR,2027-07-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9485,Songül,AFYONKARAHİSAR,2026-11-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9487,Murat,AKSARAY,2028-07-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9492,Osman,AYDIN,2027-06-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9497,Süleyman,DENİZLİ,2027-11-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9499,Emine,MANİSA,2027-03-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9508,Serkan,BALIKESİR,2025-09-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9509,Merve,TRABZON,2027-01-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9514,Leyla,NİĞDE,2025-11-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9516,Ayşe,SAMSUN,2025-06-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9520,Osman,BARTIN,2025-03-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9528,Mustafa,MUŞ,2027-06-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9529,Fatih,KARAMAN,2027-02-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9531,Hakan,ANKARA,2025-08-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9532,Özlem,RİZE,2025-03-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9533,Halil,HATAY,2025-08-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9538,Osman,ORDU,2025-06-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9539,Muhammed,KAYSERİ,2027-06-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9544,Mehmet,TRABZON,2027-12-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9545,Fadime,TOKAT,2027-02-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9546,Furkan,BARTIN,2026-02-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9547,İbrahim,DİYARBAKIR,2025-06-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9548,Havva,BARTIN,2025-01-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9239,Serkan,HAKKARİ,2026-05-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9240,Rabia,İZMİR,2026-06-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9253,Muhammed,ISPARTA,2025-07-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9255,Kadir,BURDUR,2026-12-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9257,Sultan,ORDU,2027-07-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9258,Enes,KIRŞEHİR,2025-04-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9273,Sultan,ADANA,2027-02-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9275,Enes,SİNOP,2027-04-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9277,Hakan,ŞIRNAK,2025-02-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9279,Aysel,KAHRAMANMARAŞ,2027-04-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9285,Aysel,KARAMAN,2025-09-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9289,Fadime,BATMAN,2026-12-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9290,Havva,BALIKESİR,2026-05-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9292,Enes,BİTLİS,2026-09-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9307,Meryem,SAMSUN,2025-09-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9314,Aysel,KAYSERİ,2025-03-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9315,Hüseyin,ÇANKIRI,2027-11-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9320,Serkan,KIRKLARELİ,2026-06-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9323,Burak,KOCAELİ,2025-10-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9328,Rabia,DİYARBAKIR,2027-05-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9329,Fadime,ERZURUM,2026-08-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9335,Ahmet,DÜZCE,2027-02-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9337,Rabia,GİRESUN,2026-07-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9344,Furkan,VAN,2027-06-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9348,Yağmur,ÇANAKKALE,2025-04-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9350,Mustafa,SİİRT,2027-11-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9352,Melek,GÜMÜŞHANE,2028-02-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9357,Emine,AKSARAY,2028-07-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9360,Halil,BURDUR,2025-05-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9363,Özlem,GÜMÜŞHANE,2025-12-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9368,Osman,AKSARAY,2027-03-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9369,Yasemin,OSMANİYE,2026-11-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9370,Zehra,KASTAMONU,2026-09-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9379,Osman,TUNCELİ,2027-01-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9380,Abdullah,ADIYAMAN,2026-11-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9384,Özlem,GİRESUN,2025-05-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9388,Enes,KİLİS,2025-03-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9390,Zehra,KİLİS,2027-06-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9391,Songül,DÜZCE,2025-11-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9392,Mehmet,VAN,2026-03-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9086,Kadir,ÇANKIRI,2026-03-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9092,Ahmet,NEVŞEHİR,2025-02-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9096,Ayşegül,TRABZON,2026-05-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9097,Osman,KARS,2027-01-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9101,Tuğba,KİLİS,2026-12-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9106,Yasin,TOKAT,2026-02-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9113,Ayşe,İSTANBUL,2025-01-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9114,Mehmet,VAN,2027-02-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9118,Metin,BİNGÖL,2026-04-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9122,Hülya,ERZURUM,2027-01-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9129,Sultan,KIRKLARELİ,2026-05-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9133,Yağmur,TEKİRDAĞ,2026-03-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9135,Dilek,GAZİANTEP,2027-03-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9136,Recep,HAKKARİ,2027-06-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9137,Mehmet,NİĞDE,2027-06-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9138,Emre,AFYONKARAHİSAR,2027-01-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9141,Melek,BİLECİK,2026-01-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9147,Fatih,BİTLİS,2027-04-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9150,Ayşe,BATMAN,2026-06-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9154,Yasin,HAKKARİ,2027-04-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9158,Mustafa,SİİRT,2025-08-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9159,Merve,BİNGÖL,2026-12-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9163,Murat,ISPARTA,2027-04-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9165,Adem,BİLECİK,2025-12-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9166,Muhammed,KARS,2025-03-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9168,Zehra,IĞDIR,2025-08-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9176,Metin,SAKARYA,2027-03-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9182,Fadime,VAN,2025-07-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9183,Sevim,AĞRI,2027-03-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9185,Abdullah,ISPARTA,2026-11-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9186,Furkan,İZMİR,2025-09-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9197,Yasin,İSTANBUL,2026-10-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9198,Mehmet,YOZGAT,2026-04-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9203,Zeynep,KONYA,2026-09-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9212,Serkan,KAYSERİ,2027-04-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9214,Dilek,KONYA,2025-04-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9218,Aysel,KIRIKKALE,2025-12-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9222,Fatma,TOKAT,2027-11-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9225,Fatih,MALATYA,2026-04-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9227,Ayşe,KIRKLARELİ,2026-01-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9228,Ramazan,BALIKESİR,2027-01-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9233,Emre,MALATYA,2025-08-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9237,Ömer,ZONGULDAK,2026-05-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9238,Ali,BİLECİK,2026-11-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8927,Hüseyin,HATAY,2025-12-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8930,Hülya,RİZE,2027-04-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8936,Serkan,ZONGULDAK,2026-03-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8946,Ramazan,MERSİN,2026-06-10 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8949,Hatice,VAN,2026-01-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8953,Mehmet,ESKİŞEHİR,2026-11-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8957,Süleyman,AKSARAY,2028-04-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8961,Elif,AMASYA,2025-03-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8969,Adem,GÜMÜŞHANE,2025-09-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8970,Ahmet,SİVAS,2027-07-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8975,Tuğba,KIRŞEHİR,2027-06-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8979,Kadir,YOZGAT,2026-03-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8981,Zehra,MARDİN,2026-12-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8987,İsmail,BAYBURT,2027-02-04 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
8999,Yasin,KARABÜK,2026-11-12 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9000,Adem,AKSARAY,2026-10-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9005,Fatih,RİZE,2027-07-01 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9007,Furkan,BİNGÖL,2025-06-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9013,Zehra,KIRŞEHİR,2026-10-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9015,Serkan,ERZİNCAN,2026-08-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9017,Hakan,ISPARTA,2026-09-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9018,Songül,SİVAS,2026-07-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9022,Havva,BAYBURT,2026-04-06 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9023,Ömer,KAHRAMANMARAŞ,2027-02-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9025,Zeynep,ISPARTA,2026-02-03 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9029,Kübra,İZMİR,2025-11-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9035,Fadime,IĞDIR,2027-03-05 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9038,Fadime,BATMAN,2027-01-02 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9040,Sevim,ERZURUM,2025-07-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9042,Aysel,ARTVİN,2026-12-07 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9048,Osman,KOCAELİ,2026-04-11 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9053,Emre,KARS,2025-03-09 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
9054,Zeynep,KİLİS,2027-04-08 00:00:00.000,4,4,Kobiye Destek,350,20480,1000,1000
