"CUSTOMER_ID","NAME","DATA_USAGE","DATA_LIMIT","USAGE_PERCENTAGE"
2714,Osman,20015.84,20480,97.73
4629,Kübra,10007.03,10240,97.72
3693,Aysel,20009.96,20480,97.7
8078,Dilek,20007.34,20480,97.69
1561,Kübra,20006.32,20480,97.69
7698,Mustafa,20002.87,20480,97.67
2660,Zeynep,20002.99,20480,97.67
8649,Ayşegül,20000.7,20480,97.66
8031,Furkan,10000.16,10240,97.66
7498,Rabia,20000.6,20480,97.66
4449,Fadime,20000.64,20480,97.66
2124,Adem,9999.34,10240,97.65
964,Hakan,9998.02,10240,97.64
1465,Meryem,19997,20480,97.64
7777,Melek,9995.18,10240,97.61
5730,Mehmet,19991.12,20480,97.61
8180,Esra,9993.84,10240,97.6
5125,Zehra,19985.61,20480,97.59
6401,Hatice,9990.29,10240,97.56
104,Yusuf,9988.62,10240,97.55
4576,Songül,9986.48,10240,97.52
6567,Büşra,19971.86,20480,97.52
3524,Furkan,19972.61,20480,97.52
2393,Muhammed,19970.92,20480,97.51
8021,Hülya,19968.52,20480,97.5
574,Özlem,19968.47,20480,97.5
234,Aysel,9983.38,10240,97.49
506,Zeynep,19961.14,20480,97.47
6853,Aynur,19959.08,20480,97.46
3312,Elif,19956.91,20480,97.45
8576,Fadime,9978.96,10240,97.45
5132,Burak,9975.76,10240,97.42
7450,Metin,19951.05,20480,97.42
6082,Zehra,19948.38,20480,97.4
9396,İsmail,19942.46,20480,97.38
5765,Osman,19941.7,20480,97.37
488,Tuğba,19941.55,20480,97.37
93,Ayşe,19940.31,20480,97.36
1100,Hakan,19930.35,20480,97.32
6592,Zeynep,19930.97,20480,97.32
6823,Hakan,9964.56,10240,97.31
6046,Mahmut,9962.21,10240,97.29
7186,Ali,19920.14,20480,97.27
5545,Halil,19920.58,20480,97.27
7578,Yağmur,9959.3,10240,97.26
7176,Emine,9958.42,10240,97.25
6440,Yasin,19909.88,20480,97.22
8453,Zeynep,19909.6,20480,97.21
6663,Enes,9953.64,10240,97.2
3696,Recep,19905.26,20480,97.19
3347,Ali,9948.72,10240,97.16
2519,Merve,19893.68,20480,97.14
4999,Recep,9946.59,10240,97.13
1247,Fatma,9946.59,10240,97.13
9501,Fatma,9945.32,10240,97.12
9968,Hatice,9943.38,10240,97.1
9211,Kadir,9940.55,10240,97.08
7261,Yağmur,19880.49,20480,97.07
9562,Recep,19877.27,20480,97.06
2134,Mustafa,19873.89,20480,97.04
863,Hasan,19871.97,20480,97.03
9379,Osman,19870.4,20480,97.02
4683,Serkan,9935.32,10240,97.02
3625,Hacer,9930.82,10240,96.98
9198,Mehmet,19857,20480,96.96
5502,Ayşegül,19851.99,20480,96.93
7755,Ahmet,19850.76,20480,96.93
5157,Kübra,19850.74,20480,96.93
4845,Fatih,9926.02,10240,96.93
5241,Hülya,19844.65,20480,96.9
7394,Aysel,19843.95,20480,96.89
9538,Osman,19844.03,20480,96.89
6757,Mahmut,9919.89,10240,96.87
46,Aynur,19836.26,20480,96.86
9941,Fatih,19836.23,20480,96.86
2835,Fatma,9917.49,10240,96.85
6131,Serkan,19832.9,20480,96.84
3404,Hasan,9915.66,10240,96.83
3938,Recep,19827.29,20480,96.81
7495,Hacer,19826.45,20480,96.81
6657,Meryem,19827.4,20480,96.81
6583,Melek,19824.67,20480,96.8
8419,Fadime,9910.99,10240,96.79
5972,Ahmet,19815.58,20480,96.76
4560,Sultan,9905.49,10240,96.73
9453,Ömer,19810.66,20480,96.73
1979,Zehra,9904.48,10240,96.72
6255,Fatih,19799.08,20480,96.68
1084,Rabia,9900.48,10240,96.68
7119,Hacer,19796.55,20480,96.66
3797,Ali,19793.38,20480,96.65
1093,Metin,19794.61,20480,96.65
5859,Elif,9896.02,10240,96.64
9865,İbrahim,19786.78,20480,96.62
6597,Adem,19785.94,20480,96.61
9110,Meryem,9891.8,10240,96.6
6047,Zeynep,19781.16,20480,96.59
5216,Sevim,19778.03,20480,96.57
9493,Fatma,9886.34,10240,96.55
2276,Songül,19771.27,20480,96.54
4306,Havva,9885.4,10240,96.54
7217,Hakan,19766.36,20480,96.52
2550,Sevim,19764.66,20480,96.51
3418,Esra,19762.97,20480,96.5
6849,İsmail,9881.2,10240,96.5
7016,Aysel,19757.79,20480,96.47
7552,Yasin,19751.27,20480,96.44
8757,Adem,9872.95,10240,96.42
6637,Emre,9871.16,10240,96.4
6935,Mustafa,19743.65,20480,96.4
4807,Zehra,19739.11,20480,96.38
2240,Merve,9867.87,10240,96.37
6142,Ramazan,9868.78,10240,96.37
7472,Enes,19737.35,20480,96.37
4489,Elif,9867.48,10240,96.36
3385,Aynur,19728.39,20480,96.33
6995,Mehmet,19726.34,20480,96.32
5977,Ali,19721.65,20480,96.3
1665,Kadir,19721.52,20480,96.3
6926,Abdullah,19718.3,20480,96.28
4571,Yağmur,9858.42,10240,96.27
2794,Hacer,19709.89,20480,96.24
5648,Recep,19709.36,20480,96.24
1893,Leyla,9853.74,10240,96.23
6638,Yasemin,19707.15,20480,96.23
848,Yasin,9852.31,10240,96.21
3575,Enes,19704.33,20480,96.21
7885,Serkan,19699.82,20480,96.19
7262,Süleyman,19695.05,20480,96.17
1342,Murat,19694.76,20480,96.17
2587,Mahmut,19692.56,20480,96.16
5931,Ayşegül,19692.92,20480,96.16
3727,Esra,9843.65,10240,96.13
1528,Recep,19686,20480,96.12
3767,Emre,19686.28,20480,96.12
810,Metin,9842.1,10240,96.11
4634,Aynur,19678.8,20480,96.09
8308,Fatma,9838.8,10240,96.08
8956,Mahmut,19675.43,20480,96.07
5026,Merve,19669.21,20480,96.04
9915,Mahmut,9832.83,10240,96.02
8638,Ali,19659.93,20480,96
1875,Mehmet,19652.03,20480,95.96
3187,Dilek,19651.08,20480,95.95
7923,Serkan,19649.42,20480,95.94
776,Büşra,19649.06,20480,95.94
1230,Recep,19641.98,20480,95.91
864,Burak,19639.94,20480,95.9
6766,Recep,19640.86,20480,95.9
4992,Özlem,19640.92,20480,95.9
5113,Kübra,9819,10240,95.89
1467,Leyla,19636.6,20480,95.88
419,Abdullah,9818.42,10240,95.88
5138,Merve,9814.58,10240,95.85
9638,Süleyman,19629.47,20480,95.85
1963,Fatma,19630.43,20480,95.85
7725,Meryem,19624.2,20480,95.82
8199,Ali,19613.69,20480,95.77
5510,Ömer,19610.25,20480,95.75
8096,Dilek,19604.27,20480,95.72
5887,Emre,9801.41,10240,95.72
7690,Sultan,9799.52,10240,95.7
1640,Mustafa,19596.3,20480,95.69
4541,Emine,9798.89,10240,95.69
9857,Hacer,9797.29,10240,95.68
8774,Fatih,19594.56,20480,95.68
6966,Songül,19594.48,20480,95.68
1224,Fadime,19591.23,20480,95.66
3502,Murat,9793.72,10240,95.64
1026,Enes,9793.19,10240,95.64
5153,Ahmet,19586.01,20480,95.63
6240,Elif,19581.51,20480,95.61
6052,Fadime,19579.33,20480,95.6
6732,Hakan,19574.78,20480,95.58
5960,Hatice,9786.22,10240,95.57
5355,Kübra,19571.41,20480,95.56
7880,Furkan,19570.14,20480,95.56
6386,Mustafa,9784.15,10240,95.55
5121,Zehra,19555.55,20480,95.49
3677,Ayşe,9776.04,10240,95.47
7317,Abdullah,19544.43,20480,95.43
9708,Melek,9771.37,10240,95.42
7926,Ali,9769.09,10240,95.4
5479,Melek,9768.25,10240,95.39
6048,Fatma,19532.99,20480,95.38
5449,Leyla,19534.77,20480,95.38
3629,Halil,19529.37,20480,95.36
6077,Muhammed,19527.76,20480,95.35
8560,Zehra,19525.27,20480,95.34
9925,Sevim,19525.64,20480,95.34
9067,Burak,9762.84,10240,95.34
4465,Enes,19523.96,20480,95.33
4494,Süleyman,19521.94,20480,95.32
4113,Sultan,19511.09,20480,95.27
7582,Ali,19507.08,20480,95.25
4290,Ramazan,19507.33,20480,95.25
5107,Mustafa,19505.13,20480,95.24
2384,Burak,19501.87,20480,95.22
5314,Dilek,19496.42,20480,95.2
7166,Fatih,9748.49,10240,95.2
5119,Adem,9743.78,10240,95.15
8891,Murat,9742.51,10240,95.14
1836,Rabia,9741.23,10240,95.13
4677,Leyla,19478.37,20480,95.11
7203,Meryem,19476.4,20480,95.1
805,Süleyman,9738.71,10240,95.1
4328,Murat,19475.73,20480,95.1
4713,Hülya,19472.32,20480,95.08
3511,Esra,19469.67,20480,95.07
2431,Büşra,19470.43,20480,95.07
1104,Süleyman,19465.99,20480,95.05
5945,Sevim,19456.66,20480,95
7123,Melek,9727.4,10240,94.99
8974,Emine,9727.16,10240,94.99
9858,Melek,19454.03,20480,94.99
990,Büşra,19454.67,20480,94.99
4474,Emine,19453.41,20480,94.99
7707,Yağmur,19449.7,20480,94.97
9244,Serkan,19442.33,20480,94.93
1302,İbrahim,9719.43,10240,94.92
4942,Furkan,9718.46,10240,94.91
8074,Emre,9718,10240,94.9
4295,Muhammed,9713.37,10240,94.86
8082,Recep,19418.65,20480,94.82
9610,Ayşegül,19417.5,20480,94.81
5240,Emre,19413.96,20480,94.79
7068,Songül,19409.81,20480,94.77
8951,Ali,19406.86,20480,94.76
4241,Hülya,19402.53,20480,94.74
4628,Recep,9700.75,10240,94.73
2523,Merve,19398.52,20480,94.72
313,Emre,9697.82,10240,94.71
9976,Hatice,19394.06,20480,94.7
5462,Tuğba,9697.75,10240,94.7
2719,Esra,19393.22,20480,94.69
350,Esra,19393.09,20480,94.69
3074,Zehra,19390.72,20480,94.68
8339,Ayşegül,9694.74,10240,94.68
8567,Leyla,19390.19,20480,94.68
9411,Serkan,9693.34,10240,94.66
6331,Yasemin,19387.39,20480,94.66
30,Yasin,19378.38,20480,94.62
6482,Aynur,19378.86,20480,94.62
7052,Zehra,9688.02,10240,94.61
160,Yusuf,9686.68,10240,94.6
8097,Sevim,19372.42,20480,94.59
2828,Enes,19358.52,20480,94.52
634,Ali,9675.46,10240,94.49
5340,Aysel,19350.38,20480,94.48
2109,Fadime,19349.55,20480,94.48
8071,İsmail,19347.37,20480,94.47
3201,Emre,9672.48,10240,94.46
1457,İsmail,19343.82,20480,94.45
2541,Ali,19338.24,20480,94.43
5359,Aynur,19333.04,20480,94.4
4315,Murat,9659.96,10240,94.34
8892,Fadime,9659.55,10240,94.33
3849,Ahmet,19317.77,20480,94.33
6150,İsmail,9657.62,10240,94.31
6794,Furkan,9657.41,10240,94.31
2705,Yusuf,19311.16,20480,94.29
6228,Emine,19305.42,20480,94.26
5616,Enes,19298.16,20480,94.23
908,Yasin,19297.05,20480,94.22
9461,Fatih,19287.91,20480,94.18
5086,Recep,19286.39,20480,94.17
3643,Leyla,19286,20480,94.17
5947,Yağmur,9642.91,10240,94.17
8360,Ayşegül,9641.36,10240,94.15
2489,Burak,19272.67,20480,94.1
1841,Yusuf,9634.02,10240,94.08
4161,Enes,19266.16,20480,94.07
868,Meryem,9631.9,10240,94.06
7512,Osman,9631.27,10240,94.06
4385,Havva,19263.55,20480,94.06
9183,Sevim,19260.77,20480,94.05
1174,Furkan,9630.36,10240,94.05
9028,Meryem,19260.17,20480,94.04
9339,Hülya,19259.75,20480,94.04
8472,Muhammed,9628.34,10240,94.03
5525,Yasemin,9628.26,10240,94.03
7340,İbrahim,19256.02,20480,94.02
492,Osman,9627.62,10240,94.02
9815,Sevim,19255.93,20480,94.02
4413,Fatma,9626.89,10240,94.01
6686,Emre,19250.39,20480,94
465,Abdullah,9622.57,10240,93.97
5827,Mehmet,19244.92,20480,93.97
5439,Osman,9620.96,10240,93.95
4983,Yusuf,19236.67,20480,93.93
3133,Aynur,9617.98,10240,93.93
5811,Rabia,19230.12,20480,93.9
8492,Recep,9613.18,10240,93.88
6914,Sevim,19220.74,20480,93.85
3008,Halil,9610.64,10240,93.85
8033,Metin,19214.02,20480,93.82
8740,Zehra,9604.88,10240,93.8
28,Büşra,9603.74,10240,93.79
131,Leyla,19208.11,20480,93.79
2395,Yasemin,19206.19,20480,93.78
5619,Elif,9601.12,10240,93.76
2784,Hatice,19199.3,20480,93.75
5496,Yasemin,9598.79,10240,93.74
2351,Abdullah,19195.62,20480,93.73
1162,Burak,19196.8,20480,93.73
4676,Sevim,19192.49,20480,93.71
9953,Esra,9594.64,10240,93.7
3854,Ahmet,9593.37,10240,93.69
1670,Esra,19185.44,20480,93.68
7846,Aysel,19183.04,20480,93.67
2942,Ali,9590.83,10240,93.66
6217,Melek,19181.3,20480,93.66
7174,Hakan,19178.83,20480,93.65
6702,Burak,9588.77,10240,93.64
8119,Melek,19176.76,20480,93.64
4572,Meryem,19172.39,20480,93.62
9511,Zeynep,9582.4,10240,93.58
3276,Merve,9581.1,10240,93.57
8759,Emre,19163.34,20480,93.57
3322,Fatih,9580.79,10240,93.56
8792,Kadir,9579.71,10240,93.55
5006,Yasemin,9576.13,10240,93.52
7702,Leyla,9576.81,10240,93.52
4263,Elif,9575.12,10240,93.51
704,Halil,19151.64,20480,93.51
6706,Emre,19148.7,20480,93.5
7901,Aynur,9573.82,10240,93.49
138,Mahmut,9568.02,10240,93.44
3452,Süleyman,19134.08,20480,93.43
9401,Sevim,19132.19,20480,93.42
5916,Ahmet,19131.94,20480,93.42
7819,Yağmur,9562.76,10240,93.39
1242,Osman,9561.73,10240,93.38
9516,Ayşe,19123.53,20480,93.38
5276,Mustafa,19115.78,20480,93.34
2938,Mustafa,19115.94,20480,93.34
5882,Enes,9558.27,10240,93.34
6295,Osman,19114.96,20480,93.33
2508,Kübra,19109.7,20480,93.31
3480,Osman,19097.61,20480,93.25
5120,İbrahim,19095.35,20480,93.24
4323,Kübra,9547.46,10240,93.24
6424,Adem,19089.43,20480,93.21
1944,Rabia,19084.99,20480,93.19
398,Mahmut,19084.55,20480,93.19
2476,Adem,9542.13,10240,93.18
2909,Merve,19081.51,20480,93.17
8847,Mustafa,19082.21,20480,93.17
8702,Ömer,19078.4,20480,93.16
8970,Ahmet,19079.55,20480,93.16
9999,Zeynep,19073.12,20480,93.13
636,Aysel,19068.72,20480,93.11
9166,Muhammed,19063.08,20480,93.08
9766,Zehra,19062.25,20480,93.08
6909,Emre,9529.07,10240,93.06
9614,Murat,19057.74,20480,93.06
4513,Mustafa,19058.35,20480,93.06
8089,Yusuf,19059.46,20480,93.06
3932,Kadir,19059.37,20480,93.06
6315,Emine,9525.62,10240,93.02
6204,Burak,9522.01,10240,92.99
5734,Zeynep,19042.83,20480,92.98
5846,Sevim,9518.95,10240,92.96
1935,Elif,19034.73,20480,92.94
2729,Ramazan,9517.01,10240,92.94
1106,Fatma,9516.62,10240,92.94
5560,Yasemin,19032.37,20480,92.93
7506,Osman,19028.24,20480,92.91
6677,Emre,19028.39,20480,92.91
6163,Fatih,19025.25,20480,92.9
299,Mustafa,19021.17,20480,92.88
4371,Hacer,9509.79,10240,92.87
1519,Emine,19018.15,20480,92.86
592,Ali,19018.61,20480,92.86
5186,Fatih,19012.99,20480,92.84
1718,Ayşe,19012.75,20480,92.84
4615,Metin,19012.09,20480,92.83
8621,İbrahim,19011.39,20480,92.83
7517,Leyla,9505.26,10240,92.82
8821,Hakan,19009.86,20480,92.82
1994,Yasin,19010.32,20480,92.82
8186,Süleyman,19003.95,20480,92.79
1766,Songül,18992.7,20480,92.74
149,Meryem,18986.99,20480,92.71
7639,Özlem,18980.62,20480,92.68
1417,Süleyman,18978.57,20480,92.67
5269,Adem,9488.83,10240,92.66
8065,Adem,18971.99,20480,92.64
3899,Sevim,18970.86,20480,92.63
4225,Serkan,18969.07,20480,92.62
5097,Ayşegül,18967.56,20480,92.62
3752,Yasemin,9480.34,10240,92.58
3071,Serkan,18960.76,20480,92.58
3705,Ayşegül,18954.96,20480,92.55
5484,Zehra,18954.38,20480,92.55
1573,İbrahim,9474.45,10240,92.52
6857,Zehra,18945.51,20480,92.51
8379,Leyla,18942.84,20480,92.49
7830,Adem,9469.92,10240,92.48
1641,Esra,9468.99,10240,92.47
6941,Sultan,18936.97,20480,92.47
4656,Ramazan,18937.62,20480,92.47
4802,Esra,18935.12,20480,92.46
8392,Murat,9463.6,10240,92.42
6821,Osman,18926.17,20480,92.41
9439,Ömer,18924.1,20480,92.4
9052,Ali,9461.14,10240,92.39
5219,Süleyman,18922.04,20480,92.39
4061,İbrahim,18921.71,20480,92.39
9078,Havva,9459.83,10240,92.38
7038,Hasan,9458.2,10240,92.37
7299,Zeynep,18916.49,20480,92.37
9391,Songül,18910.8,20480,92.34
641,Mehmet,9455.74,10240,92.34
8480,Fatma,18904.13,20480,92.31
3613,Murat,9450.73,10240,92.29
7253,Recep,9449.62,10240,92.28
5081,Fatma,9448.35,10240,92.27
2481,Mustafa,18895.63,20480,92.26
8446,Fatih,18892.09,20480,92.25
4524,Süleyman,18892.19,20480,92.25
2125,Zehra,9445.58,10240,92.24
2213,Burak,18888.82,20480,92.23
8885,Tuğba,18886.21,20480,92.22
2912,Havva,18887.46,20480,92.22
6485,Songül,9442.09,10240,92.21
2812,Ali,18883.42,20480,92.2
2896,Dilek,18882.6,20480,92.2
2327,Hatice,18881.33,20480,92.19
1985,Fatma,18875.88,20480,92.17
7973,Büşra,18875.5,20480,92.17
1336,Songül,9437.05,10240,92.16
2023,Mahmut,18873.51,20480,92.16
427,Melek,9435.18,10240,92.14
9145,Merve,18869.54,20480,92.14
4265,Ramazan,18870.3,20480,92.14
5268,Halil,9431.62,10240,92.11
5406,Sultan,9432.42,10240,92.11
5083,Songül,18864.34,20480,92.11
4396,Ramazan,18862.21,20480,92.1
6379,Osman,18860.71,20480,92.09
8594,Rabia,18857.8,20480,92.08
4970,Kübra,18851.01,20480,92.05
5179,Süleyman,9426.14,10240,92.05
4475,Emre,18849.47,20480,92.04
6594,Sultan,18850.13,20480,92.04
7402,Leyla,9424.13,10240,92.03
4176,Sevim,18847.18,20480,92.03
4089,Mahmut,18846.02,20480,92.02
297,Havva,9421.3,10240,92
3425,Aynur,18837.41,20480,91.98
5815,Dilek,18835.27,20480,91.97
7887,Dilek,9418.23,10240,91.97
6251,Serkan,18832.03,20480,91.95
9465,Ayşe,18827.48,20480,91.93
2988,Enes,18826.62,20480,91.93
5362,Mustafa,9413.81,10240,91.93
4640,Muhammed,18825.45,20480,91.92
865,Hüseyin,18822.43,20480,91.91
6040,Dilek,9411.18,10240,91.91
6967,Dilek,18823.64,20480,91.91
5069,Songül,18820.69,20480,91.9
2671,Emine,9406.64,10240,91.86
6462,Hacer,9406.45,10240,91.86
4388,Ömer,9403.51,10240,91.83
949,Yağmur,9401.28,10240,91.81
7807,Osman,18802.68,20480,91.81
1472,Zehra,9396.3,10240,91.76
396,Halil,18792.11,20480,91.76
5410,Tuğba,18791.04,20480,91.75
2530,Adem,18788.46,20480,91.74
6013,Hakan,9392.13,10240,91.72
2011,Songül,9388.38,10240,91.68
3483,Ali,18776.26,20480,91.68
6345,Fadime,18772.18,20480,91.66
5425,İsmail,9385.54,10240,91.66
9320,Serkan,18764.27,20480,91.62
5487,Leyla,9380.65,10240,91.61
7424,Zeynep,18756.63,20480,91.59
209,Ramazan,18757.35,20480,91.59
502,İsmail,18755.14,20480,91.58
9879,Mustafa,18737.38,20480,91.49
1043,Metin,18736.84,20480,91.49
3536,Yağmur,18736.99,20480,91.49
2182,Adem,18735.84,20480,91.48
4331,Hatice,18731.1,20480,91.46
1437,Esra,18731.23,20480,91.46
3315,Fatih,9365.19,10240,91.46
9943,Hacer,18729.23,20480,91.45
4906,Murat,18725.46,20480,91.43
4943,Leyla,18724.33,20480,91.43
3620,Metin,18724.49,20480,91.43
8203,Ayşe,18722.58,20480,91.42
5669,Esra,18715.98,20480,91.39
4393,Furkan,9357.92,10240,91.39
8116,Metin,9358.73,10240,91.39
3190,Murat,9358.81,10240,91.39
2701,Yağmur,18713.72,20480,91.38
8964,Aysel,9355.88,10240,91.37
5371,Murat,18707.53,20480,91.35
6972,Hülya,18706.43,20480,91.34
8684,Hacer,18706.35,20480,91.34
1529,Süleyman,18698.24,20480,91.3
6641,Melek,18697.21,20480,91.29
7814,Tuğba,18693.34,20480,91.28
4404,Melek,9346.37,10240,91.27
320,Meryem,18691.09,20480,91.27
6660,Hatice,9345.11,10240,91.26
3054,Serkan,9343.66,10240,91.25
43,Hülya,18680.21,20480,91.21
3180,Dilek,18679.98,20480,91.21
3774,Yusuf,9338.39,10240,91.2
8666,Emine,18675.72,20480,91.19
6005,Havva,18673.82,20480,91.18
7177,Fatih,18674.22,20480,91.18
212,Tuğba,18670.58,20480,91.16
9971,Dilek,18667.42,20480,91.15
581,Hasan,18659.81,20480,91.11
3792,Ahmet,18653.6,20480,91.08
4643,Özlem,9325.91,10240,91.07
4760,Abdullah,18644.63,20480,91.04
1865,Havva,9322.44,10240,91.04
1416,Meryem,18642.98,20480,91.03
2708,Yasemin,18642.57,20480,91.03
2983,Hatice,18642.96,20480,91.03
1948,Emre,9320.65,10240,91.02
1666,Yağmur,9320.9,10240,91.02
5495,Özlem,18631.08,20480,90.97
7323,Havva,9312.99,10240,90.95
4993,Hacer,18623.01,20480,90.93
9809,İsmail,18618.03,20480,90.91
3744,Hakan,18616.04,20480,90.9
7927,Halil,18614.29,20480,90.89
4157,Osman,18613.29,20480,90.89
5529,Burak,9305.65,10240,90.88
